ds,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
2021-01-01 01:00:00,1,1,1,1,2,2,0,0,0,1,2,17,43,0,0,0,0,0,3,32,12,0,12,0,8,0,8,1,1,1,0,5,0,2,3,0,0,0.0,0.0,1,0,0,0,3,3
2021-01-01 02:00:00,2,3,1,2,3,5,1,1,0,2,4,16,43,0,0,0,0,0,4,31,11,0,12,0,8,1,10,1,5,2,0,5,0,3,2,2,2,0.0,0.0,1,1,0,0,3,3
2021-01-01 03:00:00,0,3,1,3,1,6,0,1,0,2,4,16,40,0,0,0,0,0,4,30,11,0,11,0,8,1,10,1,6,2,0,3,0,2,1,2,1,0.0,0.0,0,0,0,0,3,3
2021-01-01 04:00:00,1,4,0,3,1,7,1,2,0,3,4,17,41,0,0,1,0,0,4,30,11,0,11,0,8,1,10,2,1,1,0,3,0,2,1,2,0,0.0,0.0,0,0,0,0,4,3
2021-01-01 05:00:00,1,5,1,4,2,9,1,3,0,4,4,18,37,0,0,1,0,0,4,27,12,1,9,0,6,0,10,1,1,2,0,2,0,2,1,1,1,0.0,0.0,0,0,0,0,4,3
2021-01-01 06:00:00,3,8,0,4,3,12,2,5,0,6,5,19,38,0,0,1,0,0,4,28,11,1,10,0,7,0,9,1,1,1,0,2,0,2,2,1,1,0.0,0.0,0,0,0,0,4,3
2021-01-01 07:00:00,1,9,1,5,2,14,1,6,0,7,7,18,40,0,0,1,0,0,4,28,12,0,7,0,9,0,9,1,1,1,0,4,1,2,2,0,0,0.0,0.0,0,0,0,0,4,3
2021-01-01 08:00:00,1,10,1,6,2,16,1,7,0,8,7,19,39,0,0,1,0,0,4,27,10,0,8,0,9,0,10,0,1,1,0,4,0,3,0,1,1,0.0,0.0,0,0,1,2,4,3
2021-01-01 09:00:00,4,14,3,9,7,23,1,8,0,8,8,18,37,0,0,2,0,0,5,25,9,0,9,1,7,0,11,0,1,2,0,3,1,1,0,2,1,0.0,0.0,0,0,1,2,4,3
2021-01-01 10:00:00,5,19,5,14,10,33,4,12,0,9,10,17,40,0,0,3,0,0,3,29,12,1,9,1,8,0,10,0,1,2,0,4,0,1,2,2,1,0.0,0.0,0,0,1,0,4,3
2021-01-01 11:00:00,5,24,3,17,8,41,2,14,0,9,10,16,44,0,0,3,0,0,3,34,12,1,11,1,11,1,8,1,1,1,0,4,0,1,3,2,1,0.0,0.0,0,0,1,0,3,2
2021-01-01 12:00:00,9,33,8,25,17,58,2,16,1,10,11,17,44,0,0,3,0,0,3,35,11,2,11,2,13,0,6,1,1,1,0,3,0,1,6,5,1,0.0,0.0,0,0,1,0,3,2
2021-01-01 13:00:00,4,37,2,27,6,64,1,17,0,11,11,18,51,0,0,3,0,0,3,39,12,1,12,1,15,1,1,1,2,1,0,6,0,3,3,4,1,0.0,0.0,0,0,2,0,3,2
2021-01-01 14:00:00,5,42,4,31,9,73,1,18,1,13,15,14,47,0,0,5,1,0,3,37,13,3,12,0,12,0,1,1,3,1,0,5,1,3,5,1,1,0.0,0.0,3,0,2,0,2,1
2021-01-01 15:00:00,4,46,8,39,12,85,2,20,1,15,16,14,45,0,0,5,1,0,4,33,11,1,11,0,11,0,1,1,3,0,0,5,0,3,7,5,3,0.0,0.0,0,0,3,2,3,2
2021-01-01 16:00:00,4,50,9,48,13,98,2,22,1,16,17,14,45,0,0,5,1,0,2,33,11,1,12,0,10,0,1,1,4,0,0,6,0,4,4,8,6,0.0,0.0,0,0,2,1,4,2
2021-01-01 17:00:00,3,53,5,53,8,106,3,25,0,17,17,14,44,0,0,5,2,0,3,34,12,0,12,0,10,0,0,1,7,1,0,4,0,3,4,9,4,0.0,0.0,0,1,2,1,3,1
2021-01-01 18:00:00,3,56,3,56,6,112,1,26,0,19,21,11,45,0,0,5,4,0,3,37,12,0,13,0,12,1,1,2,7,2,0,3,0,3,4,9,5,0.0,0.0,1,1,2,1,2,1
2021-01-01 19:00:00,4,60,3,59,7,119,2,28,0,21,25,8,42,0,0,5,4,0,2,36,12,2,13,0,11,1,0,0,4,3,0,2,0,2,2,6,3,0.0,0.0,2,1,3,2,2,1
2021-01-01 20:00:00,0,60,4,63,4,123,0,28,0,22,25,9,38,0,0,5,9,0,2,31,9,0,13,0,9,0,1,0,3,3,0,2,0,2,1,8,2,0.0,0.0,0,1,2,1,3,2
2021-01-01 21:00:00,6,66,3,66,9,132,2,30,0,22,25,8,40,0,0,5,9,0,2,34,10,0,10,0,14,2,1,0,3,2,0,2,0,2,2,9,3,0.0,0.0,0,1,0,1,2,1
2021-01-01 22:00:00,1,67,2,68,3,135,1,31,0,22,26,8,35,0,0,5,9,0,2,29,8,0,8,0,13,0,1,1,3,1,0,1,0,1,1,5,1,0.0,0.0,0,1,0,1,3,1
2021-01-01 23:00:00,3,70,0,68,3,138,3,34,0,23,25,10,35,0,0,5,9,0,2,29,8,1,8,0,13,0,3,2,0,0,0,1,0,1,0,2,0,0.0,0.0,0,0,0,0,3,1
2021-01-02 00:00:00,1,71,2,70,3,141,0,34,0,24,26,10,35,1,1,5,9,0,2,27,8,1,10,0,9,0,8,2,0,0,0,2,0,1,3,2,0,0.0,0.0,0,0,0,1,3,1
2021-01-02 01:00:00,4,4,1,1,5,5,3,3,1,1,0,11,39,0,0,1,0,0,3,29,9,2,10,0,10,0,7,2,1,0,0,4,0,1,3,2,0,0.0,0.0,1,0,0,0,3,1
2021-01-02 02:00:00,1,5,1,2,2,7,2,5,0,3,2,11,38,0,0,1,0,0,2,31,10,0,11,0,10,0,10,2,0,0,0,2,0,0,2,2,1,0.0,0.0,0,0,0,0,3,1
2021-01-02 03:00:00,4,9,2,4,6,13,2,7,0,3,2,11,40,0,0,1,0,0,3,31,9,0,12,0,10,0,10,2,0,0,0,3,0,0,3,5,1,0.0,0.0,0,0,0,0,3,1
2021-01-02 04:00:00,2,11,0,4,2,15,0,7,0,3,2,11,38,0,0,1,0,0,3,30,8,0,12,0,10,0,11,2,0,0,0,2,0,0,2,2,0,0.0,0.0,0,0,0,0,3,1
2021-01-02 05:00:00,0,11,0,4,0,15,0,7,0,3,2,11,42,0,0,1,0,0,3,30,8,0,12,0,10,0,12,2,0,0,0,6,0,1,5,1,0,0.0,0.0,0,0,0,1,3,1
2021-01-02 06:00:00,1,12,2,6,3,18,1,8,1,4,2,12,39,0,0,1,0,0,3,30,7,0,12,0,11,0,13,1,0,0,0,3,0,1,2,2,1,0.0,0.0,0,0,1,0,3,1
2021-01-02 07:00:00,3,15,0,6,3,21,1,9,0,4,2,12,41,0,0,1,0,0,3,31,7,0,13,0,11,0,12,1,0,0,0,4,1,1,2,2,0,0.0,0.0,0,0,1,1,3,1
2021-01-02 08:00:00,4,19,1,7,5,26,1,10,0,6,2,14,43,0,0,1,0,0,3,32,7,1,13,0,12,1,12,0,0,0,0,5,2,1,2,4,2,0.0,0.0,0,0,1,1,3,1
2021-01-02 09:00:00,1,20,2,9,3,29,0,10,0,6,2,14,39,0,0,1,0,0,3,31,7,1,13,0,11,1,13,0,0,0,0,2,0,0,3,2,0,0.0,0.0,0,0,0,1,3,1
2021-01-02 10:00:00,3,23,3,12,6,35,1,11,0,6,2,14,40,0,0,1,0,0,3,32,7,0,13,0,12,0,13,0,1,1,0,2,0,0,3,2,1,0.0,0.0,0,0,0,0,3,1
2021-01-02 11:00:00,5,28,4,16,9,44,3,14,1,7,2,15,47,0,0,1,0,0,3,37,8,0,15,0,14,0,12,0,0,0,0,4,1,0,3,2,0,0.0,0.0,0,1,0,1,3,1
2021-01-02 12:00:00,9,37,3,19,12,56,2,16,0,9,2,17,51,0,0,1,3,0,4,39,11,1,15,0,13,0,10,0,0,0,0,6,2,0,4,4,2,0.0,0.0,0,1,1,2,2,1
2021-01-02 13:00:00,8,45,5,24,13,69,4,20,1,10,2,17,52,0,0,1,3,0,3,39,11,0,13,0,15,2,8,1,0,2,0,9,1,1,7,4,3,0.0,0.0,0,3,1,2,1,1
2021-01-02 14:00:00,4,49,6,30,10,79,0,20,1,10,5,15,54,1,1,1,3,0,3,40,9,0,14,2,17,0,6,1,2,1,0,9,2,4,4,8,3,0.0,0.0,0,2,1,1,1,1
2021-01-02 15:00:00,12,61,5,35,17,96,4,24,0,12,7,14,55,2,2,1,3,1,3,42,13,1,13,1,16,1,4,1,3,4,0,8,2,3,4,10,5,0.0,0.0,0,2,1,1,0,0
2021-01-02 16:00:00,4,65,6,41,10,106,1,25,0,12,8,13,55,2,1,1,5,1,3,42,12,2,13,1,17,0,5,1,4,7,0,8,3,4,3,13,8,0.0,0.0,2,2,2,1,0,0
2021-01-02 17:00:00,5,70,4,45,9,115,5,30,0,12,9,12,53,1,1,1,6,0,4,41,13,1,11,0,17,0,6,1,4,7,0,7,0,5,4,8,3,0.0,0.0,2,1,1,2,0,0
2021-01-02 18:00:00,2,72,5,50,7,122,3,33,0,14,9,14,55,3,3,1,6,0,4,39,11,1,13,0,15,0,7,1,2,3,0,8,0,4,13,9,4,0.0,0.0,1,0,0,1,1,0
2021-01-02 19:00:00,2,74,12,62,14,136,2,35,0,16,12,13,55,3,3,2,6,0,4,39,11,1,13,0,15,0,6,3,1,2,0,7,0,4,10,16,9,0.0,0.0,4,0,0,1,2,0
2021-01-02 20:00:00,4,78,5,67,9,145,3,38,0,16,12,13,56,0,0,3,6,0,5,40,13,1,12,0,15,0,7,3,1,1,0,9,0,6,12,12,6,0.0,0.0,5,0,0,0,2,0
2021-01-02 21:00:00,6,84,1,68,7,152,4,42,0,18,14,13,54,0,0,3,6,0,4,42,13,1,14,2,15,0,9,2,1,0,0,7,0,4,13,10,6,0.0,0.0,2,0,0,0,1,0
2021-01-02 22:00:00,3,87,2,70,5,157,1,43,0,20,16,13,49,2,2,3,6,0,4,40,12,1,12,1,16,0,7,3,2,2,0,3,0,2,9,10,3,0.0,0.0,2,0,0,2,0,0
2021-01-02 23:00:00,0,87,1,71,1,158,0,43,0,22,16,15,51,1,1,3,6,0,4,42,12,1,14,2,16,0,8,2,1,2,0,4,0,4,4,7,2,0.0,0.0,2,0,1,0,0,0
2021-01-03 00:00:00,4,91,1,72,5,163,2,45,0,26,19,16,50,1,1,3,6,0,4,42,14,1,13,1,15,0,6,1,1,3,0,3,0,3,1,6,4,0.0,0.0,2,1,1,0,0,0
2021-01-03 01:00:00,2,2,2,2,4,4,2,2,0,2,1,17,49,2,2,1,0,0,4,42,15,2,11,0,16,0,6,1,6,2,0,1,0,1,2,5,1,0.0,0.0,0,0,1,0,0,0
2021-01-03 02:00:00,5,7,0,2,5,9,0,2,0,4,2,17,48,0,0,1,0,0,4,40,11,2,13,3,16,0,6,1,1,2,0,3,0,3,1,3,1,0.0,0.0,0,0,0,0,1,0
2021-01-03 03:00:00,1,8,2,4,3,12,1,3,0,5,4,16,47,0,0,1,0,0,3,39,11,2,13,2,15,0,6,1,0,2,0,4,0,4,2,4,3,0.0,0.0,0,0,0,0,1,0
2021-01-03 04:00:00,1,9,0,4,1,13,1,4,0,6,4,17,47,0,0,1,0,0,3,39,12,0,12,2,15,0,8,1,0,1,0,4,0,4,2,4,3,0.0,0.0,0,0,0,0,1,0
2021-01-03 05:00:00,0,9,1,5,1,14,0,4,0,6,4,17,44,0,0,1,0,0,3,37,11,0,12,0,14,0,9,1,0,0,0,3,0,3,3,4,4,0.0,0.0,0,0,0,0,1,0
2021-01-03 06:00:00,0,9,1,6,1,15,0,4,0,7,7,15,44,0,0,2,0,0,3,37,11,0,12,0,14,0,12,1,2,0,0,3,0,3,3,4,1,0.0,0.0,0,1,1,0,1,0
2021-01-03 07:00:00,3,12,0,6,3,18,1,5,0,8,7,16,39,0,0,2,0,0,2,33,10,0,9,0,14,0,11,1,1,0,0,3,0,3,5,1,0,0.0,0.0,1,1,1,0,1,0
2021-01-03 08:00:00,2,14,2,8,4,22,1,6,0,9,7,17,45,0,0,3,0,0,3,35,11,1,10,1,14,0,11,2,1,0,0,6,0,4,5,2,1,0.0,0.0,1,0,1,0,1,0
2021-01-03 09:00:00,1,15,1,9,2,24,0,6,0,9,7,17,45,0,0,3,0,1,3,36,11,1,10,0,15,0,12,3,1,0,0,5,0,4,2,0,0,0.0,0.0,0,0,1,0,1,0
2021-01-03 10:00:00,6,21,5,14,11,35,1,7,0,9,7,17,50,0,0,4,0,0,3,41,13,1,13,1,15,0,14,3,1,0,0,5,1,3,4,0,0,0.0,0.0,2,0,1,0,1,0
2021-01-03 11:00:00,5,26,7,21,12,47,3,10,0,12,9,17,53,1,1,5,0,0,3,40,12,0,13,0,15,0,12,3,1,0,0,6,0,3,7,2,1,0.0,0.0,4,0,1,0,3,1
2021-01-03 12:00:00,5,31,6,27,11,58,1,11,0,14,12,16,49,0,0,5,0,0,3,39,13,0,11,0,15,0,10,3,1,1,0,4,1,0,8,2,1,0.0,0.0,2,0,1,0,3,1
2021-01-03 13:00:00,7,38,5,32,12,70,2,13,1,16,14,16,49,0,0,5,0,0,4,37,12,0,10,0,15,0,13,3,3,0,0,5,1,1,8,4,2,0.0,0.0,2,0,2,0,3,1
2021-01-03 14:00:00,5,43,8,40,13,83,1,14,0,17,14,17,54,0,0,5,0,0,4,41,12,0,14,1,15,0,12,4,21,1,0,6,1,1,5,6,2,0.0,0.0,2,0,1,0,3,2
2021-01-03 15:00:00,4,47,7,47,11,94,2,16,1,20,13,21,52,0,0,5,1,0,4,42,12,0,15,0,15,1,8,2,22,0,0,3,0,0,4,6,2,0.0,0.0,1,1,0,0,3,3
2021-01-03 16:00:00,7,54,6,53,13,107,3,19,0,22,17,18,56,2,2,6,1,0,4,43,12,0,15,2,16,1,9,2,23,1,0,4,0,2,2,8,7,0.0,0.0,1,1,0,1,3,3
2021-01-03 17:00:00,8,62,8,61,16,123,4,23,0,23,18,17,57,2,2,6,1,0,2,43,14,1,13,2,16,0,6,3,20,2,0,7,2,1,10,11,5,0.0,0.0,2,0,0,1,3,3
2021-01-03 18:00:00,3,65,3,64,6,129,1,24,1,24,20,16,59,0,0,7,1,0,2,43,13,2,13,3,17,0,4,4,20,3,0,11,4,1,11,7,2,0.0,0.0,1,0,0,1,3,3
2021-01-03 19:00:00,7,72,2,66,9,138,3,27,0,24,23,13,59,3,3,7,1,0,2,42,13,1,12,0,17,0,5,3,19,3,0,10,3,2,9,5,4,0.0,0.0,1,0,0,3,2,2
2021-01-03 20:00:00,3,75,3,69,6,144,1,28,0,27,24,14,58,0,0,7,1,0,6,42,15,0,13,0,14,1,3,2,19,2,0,8,2,1,9,4,3,0.0,0.0,2,0,1,2,2,2
2021-01-03 21:00:00,4,79,3,72,7,151,2,30,1,27,27,12,60,0,0,7,1,0,6,40,13,0,13,1,14,0,2,2,21,2,0,10,0,3,11,2,0,0.0,0.0,2,0,0,1,4,2
2021-01-03 22:00:00,4,83,4,76,8,159,2,32,0,31,28,15,56,1,1,7,1,0,6,37,11,1,12,0,14,0,3,3,23,4,0,8,0,2,11,5,2,0.0,0.0,1,0,0,1,4,2
2021-01-03 23:00:00,3,86,2,78,5,164,1,33,0,36,29,17,47,1,1,7,1,0,2,32,11,0,10,0,11,0,2,2,21,3,0,8,0,3,10,6,1,0.0,0.0,2,0,0,2,4,2
2021-01-04 00:00:00,1,87,7,85,8,172,1,34,0,37,31,18,48,0,0,7,1,0,2,34,12,0,11,3,11,0,6,1,21,3,0,8,0,4,9,7,6,0.0,0.0,3,0,0,3,4,2
2021-01-04 01:00:00,1,1,3,3,4,4,1,1,0,0,1,17,42,0,0,0,0,0,2,32,11,0,10,2,11,1,7,2,20,1,0,4,0,3,4,5,5,0.0,0.0,2,0,0,2,4,2
2021-01-04 02:00:00,0,1,2,5,2,6,0,1,0,1,1,18,42,0,0,0,0,0,3,31,11,0,10,0,10,0,8,1,19,1,0,4,0,3,3,7,5,0.0,0.0,4,0,0,2,4,2
2021-01-04 03:00:00,1,2,1,6,2,8,1,2,0,1,1,18,39,0,0,0,0,0,3,29,10,0,9,0,10,0,8,1,19,1,0,3,0,2,3,7,1,0.0,0.0,4,0,0,0,4,2
2021-01-04 04:00:00,2,4,0,6,2,10,2,4,0,2,1,19,42,0,0,0,0,0,3,32,10,0,11,2,11,0,8,0,19,1,0,3,0,2,5,5,0,0.0,0.0,3,0,0,0,4,2
2021-01-04 05:00:00,3,7,0,6,3,13,2,6,0,3,3,18,44,0,0,0,0,0,3,34,11,1,11,1,12,0,9,0,19,1,0,3,0,2,3,0,0,0.0,0.0,3,0,0,0,4,2
2021-01-04 06:00:00,1,8,1,7,2,15,0,6,0,3,3,18,41,0,0,0,0,0,3,33,13,0,10,0,10,0,10,0,19,0,0,2,0,1,1,1,1,0.0,0.0,4,0,0,0,3,2
2021-01-04 07:00:00,0,8,2,9,2,17,0,6,0,6,4,20,39,0,0,0,0,0,2,32,11,0,10,0,11,0,9,0,19,0,0,1,0,0,1,3,2,0.0,0.0,2,0,0,1,4,2
2021-01-04 08:00:00,3,11,4,13,7,24,2,8,0,8,4,21,37,0,0,1,0,0,2,30,11,1,10,1,9,0,9,0,19,0,0,1,0,0,1,4,4,0.0,0.0,3,0,0,0,4,2
2021-01-04 09:00:00,2,13,10,23,12,36,0,8,1,8,4,21,39,0,0,2,0,0,2,32,11,0,12,1,9,0,10,0,19,1,0,1,0,1,0,9,3,0.0,0.0,3,0,0,0,4,2
2021-01-04 10:00:00,5,18,11,34,16,52,2,10,0,9,4,22,40,0,0,5,1,0,2,33,11,0,9,0,13,1,8,0,19,0,0,1,0,1,2,8,2,0.0,0.0,3,0,1,0,4,2
2021-01-04 11:00:00,2,20,9,43,11,63,1,11,1,9,4,20,42,0,0,5,2,0,3,34,11,0,9,0,14,0,5,0,19,4,0,3,1,1,3,8,4,0.0,0.0,2,0,1,0,2,0
2021-01-04 12:00:00,12,32,14,57,26,89,6,17,0,11,6,18,43,0,0,7,3,0,4,36,12,2,9,2,15,1,8,0,20,4,0,1,0,0,7,10,5,0.0,0.0,3,0,1,0,2,0
2021-01-04 13:00:00,6,38,4,61,10,99,1,18,0,13,6,20,47,0,0,8,3,0,3,40,12,2,11,0,17,1,11,0,21,4,0,2,0,1,6,11,7,0.0,0.0,0,0,4,0,2,0
2021-01-04 14:00:00,8,46,5,66,13,112,3,21,0,16,8,21,55,0,0,8,3,0,3,44,14,3,12,2,18,1,5,1,20,3,0,5,1,2,7,7,4,0.0,0.0,0,0,4,0,3,0
2021-01-04 15:00:00,10,56,11,77,21,133,2,23,3,16,11,18,62,0,0,8,5,0,3,48,16,4,14,3,18,0,7,1,22,3,0,8,0,5,6,11,8,0.0,0.0,1,0,0,2,3,0
2021-01-04 16:00:00,10,66,5,82,15,148,1,24,0,20,13,20,64,1,1,11,7,0,3,47,17,0,13,1,17,0,4,0,21,2,0,8,0,7,3,15,9,0.0,0.0,5,0,0,2,5,0
2021-01-04 17:00:00,5,71,8,90,13,161,1,25,1,22,14,20,69,0,0,13,9,0,2,46,16,0,14,0,16,1,4,0,23,4,0,15,4,7,9,9,5,0.0,0.0,1,0,0,0,6,1
2021-01-04 18:00:00,11,82,9,99,20,181,5,30,0,25,16,20,74,3,2,13,11,0,2,47,15,2,14,0,18,2,4,0,25,6,0,16,5,5,9,11,9,0.0,0.0,0,0,0,1,6,1
2021-01-04 19:00:00,1,83,4,103,5,186,1,31,0,28,17,22,72,1,1,14,14,0,3,46,14,1,14,0,18,0,5,0,20,1,0,16,3,7,8,13,11,0.0,0.0,0,1,0,1,6,1
2021-01-04 20:00:00,4,87,4,107,8,194,2,33,0,28,20,19,63,1,1,14,16,0,2,42,14,2,11,0,17,1,5,0,2,2,0,13,0,7,7,12,9,0.0,0.0,0,0,0,1,5,1
2021-01-04 21:00:00,4,91,2,109,6,200,2,35,2,30,21,19,62,0,0,14,17,0,1,42,13,2,12,2,17,2,6,0,2,3,1,13,0,7,4,6,2,0.0,0.0,1,0,0,1,5,1
2021-01-04 22:00:00,4,95,1,110,5,205,1,36,0,31,20,20,60,0,0,15,17,0,1,41,12,1,13,1,16,0,5,1,2,2,0,13,1,8,4,4,0,0.0,0.0,2,0,0,3,5,1
2021-01-04 23:00:00,4,99,2,112,6,211,2,38,0,32,21,20,57,0,0,15,17,0,3,37,9,1,13,1,15,0,7,1,2,3,0,12,0,8,4,4,2,0.0,0.0,1,0,0,0,5,1
2021-01-05 00:00:00,3,102,3,115,6,217,1,39,0,34,21,22,51,0,0,15,17,0,3,37,8,1,13,0,16,0,10,2,1,2,0,7,0,4,4,4,4,0.0,0.0,0,0,0,0,4,2
2021-01-05 01:00:00,4,4,0,0,4,4,1,1,0,2,0,23,49,0,0,0,0,0,3,35,8,0,13,0,14,0,10,1,2,1,0,7,3,2,2,2,2,0.0,0.0,0,0,0,0,4,3
2021-01-05 02:00:00,1,5,0,0,1,5,1,2,0,2,6,18,46,0,0,0,0,0,4,33,8,0,12,0,13,0,12,1,1,0,0,5,1,1,3,2,1,0.0,0.0,0,0,0,0,4,3
2021-01-05 03:00:00,3,8,1,1,4,9,0,2,0,3,6,19,44,0,0,0,0,0,3,31,7,0,12,0,12,0,13,1,1,0,0,6,1,1,6,2,2,0.0,0.0,0,0,0,0,4,3
2021-01-05 04:00:00,1,9,0,1,1,10,1,3,0,8,6,24,49,0,0,0,0,0,3,34,8,1,12,0,14,2,10,0,0,0,0,7,0,3,4,2,1,0.0,0.0,0,0,0,0,5,3
2021-01-05 05:00:00,2,11,0,1,2,12,2,5,0,8,7,23,49,0,0,0,0,0,3,35,9,2,11,0,15,0,10,0,0,0,0,6,0,3,5,0,0,0.0,0.0,1,0,0,0,5,3
2021-01-05 06:00:00,0,11,0,1,0,12,0,5,0,8,9,21,46,0,0,0,0,0,3,32,9,0,10,0,13,0,12,0,0,0,0,4,0,4,1,0,0,0.0,0.0,3,0,0,0,7,3
2021-01-05 07:00:00,2,13,1,2,3,15,1,6,0,10,9,23,44,0,0,0,0,0,3,28,8,0,9,0,11,0,11,0,0,0,0,5,0,5,0,1,1,0.0,0.0,4,0,0,0,8,3
2021-01-05 08:00:00,3,16,6,8,9,24,2,8,1,10,9,23,47,0,0,1,0,0,4,30,8,0,10,0,12,1,13,0,0,0,0,5,0,5,0,5,5,0.0,0.0,4,0,0,0,8,3
2021-01-05 09:00:00,7,23,8,16,15,39,3,11,0,10,9,22,52,0,0,3,0,0,5,34,10,0,11,0,13,1,17,0,0,1,0,5,0,3,0,5,3,0.0,0.0,3,0,0,0,8,3
2021-01-05 10:00:00,11,34,3,19,14,53,4,15,0,16,15,17,60,0,0,3,0,0,4,40,10,2,14,1,16,0,17,0,0,1,0,8,0,6,2,8,5,0.0,0.0,2,0,0,0,8,3
2021-01-05 11:00:00,4,38,9,28,13,66,2,17,1,18,17,16,67,0,0,4,0,0,5,41,10,0,15,1,16,0,14,0,0,1,0,13,1,6,4,8,3,0.0,0.0,1,0,1,0,8,3
2021-01-05 12:00:00,6,44,10,38,16,82,3,20,1,19,20,13,60,0,0,6,1,0,2,41,12,2,14,0,15,0,7,0,0,2,0,11,1,4,5,11,7,0.0,0.0,0,0,0,2,6,3
2021-01-05 13:00:00,5,49,7,45,12,94,1,21,0,21,22,13,66,0,0,7,2,0,3,43,14,1,15,0,14,0,5,0,1,4,0,14,1,5,7,9,5,0.0,0.0,2,0,2,4,6,3
2021-01-05 14:00:00,7,56,8,53,15,109,3,24,0,21,22,12,65,4,4,8,3,0,3,41,14,0,14,2,13,0,6,1,1,4,0,12,1,6,5,14,11,0.0,0.0,3,0,2,4,5,3
2021-01-05 15:00:00,7,63,8,61,15,124,2,26,1,23,22,14,65,4,4,11,4,0,3,42,13,0,15,1,14,0,9,1,3,5,0,11,1,5,4,16,11,0.0,0.0,5,0,2,4,5,3
2021-01-05 16:00:00,4,67,12,73,16,140,1,27,0,23,24,11,65,1,1,13,4,0,3,43,15,1,14,0,14,0,8,1,0,2,0,12,1,5,5,18,15,0.0,0.0,6,0,0,3,6,2
2021-01-05 17:00:00,6,73,5,78,11,151,1,28,0,28,25,15,57,0,0,13,6,0,3,35,11,1,12,0,12,1,2,0,0,2,0,12,0,8,5,14,10,0.0,0.0,6,0,1,3,7,3
2021-01-05 18:00:00,4,77,5,83,9,160,2,30,0,31,26,16,64,0,0,13,8,0,3,36,13,0,11,0,12,0,2,0,1,2,0,19,2,6,10,8,6,0.0,0.0,4,0,0,3,6,2
2021-01-05 19:00:00,5,82,5,88,10,170,3,33,1,35,27,19,63,0,0,13,8,0,4,37,12,0,12,1,13,0,0,0,2,4,0,17,0,6,11,10,6,0.0,0.0,0,0,0,1,5,3
2021-01-05 20:00:00,5,87,6,94,11,181,1,34,2,37,29,19,60,1,1,14,12,0,4,35,12,2,12,0,11,0,1,0,2,4,0,15,0,4,11,13,6,0.0,0.0,0,0,0,0,5,3
2021-01-05 21:00:00,11,98,4,98,15,196,3,37,3,39,31,18,69,5,5,15,12,0,2,39,14,0,14,1,11,0,4,0,3,4,0,18,1,7,8,6,2,0.0,0.0,1,0,0,0,5,5
2021-01-05 22:00:00,1,99,2,100,3,199,0,37,0,40,33,18,59,2,2,16,16,0,2,39,14,1,15,0,10,0,4,0,3,3,0,11,1,4,5,7,5,0.0,0.0,1,0,0,1,5,5
2021-01-05 23:00:00,1,100,6,106,7,206,1,38,0,41,34,17,52,0,0,16,17,0,2,36,13,0,13,3,10,0,4,1,2,4,0,10,1,3,4,7,6,0.0,0.0,1,0,0,1,4,4
2021-01-06 00:00:00,2,102,1,107,3,209,1,39,0,41,34,17,48,0,0,16,17,0,2,36,11,0,14,3,11,0,5,1,2,4,0,6,1,3,2,5,5,0.0,0.0,2,0,0,1,4,4
2021-01-06 01:00:00,1,1,2,2,3,3,1,1,0,2,0,19,48,0,0,0,0,0,2,36,10,0,14,2,12,1,5,0,1,3,0,6,1,1,4,7,7,0.0,0.0,1,0,0,0,4,4
2021-01-06 02:00:00,0,1,0,2,0,3,0,1,0,3,5,14,46,0,0,0,0,0,3,33,8,0,14,1,11,1,5,0,1,2,0,6,0,3,2,5,5,0.0,0.0,2,0,0,0,4,4
2021-01-06 03:00:00,2,3,1,3,3,6,1,2,0,4,6,15,44,0,0,0,0,0,3,30,7,1,13,0,10,1,4,0,0,2,0,7,0,4,2,5,5,0.0,0.0,2,0,0,0,4,4
2021-01-06 04:00:00,0,3,0,3,0,6,0,2,0,5,6,16,43,0,0,0,0,0,4,28,6,0,13,0,9,0,6,0,0,2,0,7,0,4,3,5,4,0.0,0.0,3,0,0,0,4,4
2021-01-06 05:00:00,0,3,1,4,1,7,0,2,0,7,10,14,42,0,0,1,0,0,3,28,6,0,13,0,9,0,6,0,0,1,0,7,0,4,3,3,3,0.0,0.0,3,0,0,0,4,4
2021-01-06 06:00:00,0,3,0,4,0,7,0,2,0,7,11,13,32,0,0,1,0,0,2,24,5,0,9,0,10,0,10,0,0,1,0,2,0,1,2,2,0,0.0,0.0,2,0,0,0,4,4
