dateflg,timeflg,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
04/01/22,24,5,119,0,138,5,257,2,40,1,36,26,18,68,0,0,26,1,4,3,42,14,3,13,0,15,2,4,1,0,2,0,13,4,4,9,18,18,4,0,3,1,0,0,10,7
04/01/22,23,4,114,4,138,8,252,1,38,0,36,25,19,63,0,0,26,1,5,4,40,12,1,14,0,14,2,3,1,0,2,0,9,4,3,7,21,17,5,0,5,0,0,0,10,7
04/01/22,22,4,110,4,134,8,244,3,37,0,33,24,18,70,0,0,26,1,4,3,47,14,1,15,1,18,2,4,0,0,2,0,10,2,4,4,24,19,3,0,5,0,0,0,10,7
04/01/22,21,3,106,6,130,9,236,0,34,0,31,20,20,73,0,0,26,1,9,4,48,18,0,12,1,18,3,4,0,0,2,0,10,2,5,3,28,25,4,0,2,0,0,0,11,7
04/01/22,20,5,103,9,124,14,227,4,34,0,28,19,18,74,0,0,26,1,6,4,48,18,1,12,0,18,2,5,0,2,2,0,11,2,5,2,30,26,1,0,2,0,0,0,11,7
04/01/22,19,6,98,9,115,15,213,1,30,1,28,18,19,75,0,0,24,1,8,4,47,18,0,13,1,16,2,5,0,2,2,0,13,3,6,5,28,23,6,0,1,0,0,0,11,7
04/01/22,18,4,92,6,106,10,198,1,29,0,27,18,19,78,3,3,24,1,12,4,47,18,1,13,0,16,0,8,0,1,1,0,14,4,5,5,18,14,8,0,2,0,0,0,10,7
04/01/22,17,8,88,7,100,15,188,2,28,1,25,15,20,78,5,5,24,1,12,4,50,17,0,16,2,17,3,9,0,7,2,0,11,3,5,3,19,14,9,0,1,0,0,0,8,7
04/01/22,16,4,80,10,93,14,173,2,26,1,22,14,19,78,3,2,23,1,10,5,48,17,1,17,2,14,2,9,0,6,4,0,13,7,6,2,17,14,9,0,1,0,1,0,9,6
04/01/22,15,6,76,6,83,12,159,2,24,0,21,14,20,76,3,3,21,1,8,3,48,18,1,16,2,14,1,11,1,7,0,0,13,5,8,7,18,12,6,0,4,0,0,0,9,7
04/01/22,14,7,70,9,77,16,147,4,22,2,20,12,21,80,4,4,18,1,6,2,51,19,3,15,0,17,0,8,0,2,1,0,14,3,9,3,25,22,4,0,6,0,0,0,9,7
04/01/22,13,7,63,12,68,19,131,1,18,0,16,8,22,75,0,0,14,1,3,2,53,20,2,15,2,18,1,7,1,0,0,0,10,3,4,4,23,19,1,0,5,0,0,0,10,7
04/01/22,12,8,56,9,56,17,112,1,17,1,12,8,19,72,0,0,13,1,3,2,47,20,4,11,0,16,1,7,2,0,0,0,13,4,7,7,15,12,1,0,5,0,2,0,10,7
04/01/22,11,11,48,12,47,23,95,3,16,0,12,8,20,66,0,0,10,1,3,3,45,17,3,13,3,15,1,10,2,0,0,0,8,0,6,6,19,14,1,0,6,0,2,3,10,7
04/01/22,10,8,37,13,35,21,72,3,13,0,12,4,24,58,0,0,7,1,3,3,37,14,1,11,0,12,2,17,2,0,0,0,8,1,5,4,13,8,1,0,6,0,0,3,10,7
04/01/22,9,6,29,9,22,15,51,1,10,1,10,4,22,60,0,0,0,1,5,3,35,13,2,11,0,11,0,19,3,0,1,0,12,2,5,3,11,8,3,0,4,0,0,3,10,7
04/01/22,8,5,23,5,13,10,36,0,9,0,9,4,21,50,0,0,0,0,3,3,33,12,1,9,0,12,0,19,3,0,1,0,5,0,5,3,13,13,3,0,4,0,0,2,9,7
04/01/22,7,2,18,3,8,5,26,0,9,0,7,4,19,51,0,0,0,0,6,3,34,12,0,9,0,13,0,18,4,0,1,0,5,0,2,6,7,5,4,0,4,0,0,2,9,7
04/01/22,6,2,16,1,5,3,21,2,9,0,7,3,20,56,0,0,0,0,4,3,36,12,1,9,0,15,0,17,3,0,1,0,8,1,2,8,8,6,2,0,3,0,2,2,9,7
04/01/22,5,1,14,1,4,2,18,0,7,0,7,3,20,56,0,0,0,0,4,3,35,11,0,9,0,15,0,16,4,0,1,0,9,1,2,8,8,7,1,0,4,0,0,2,9,7
04/01/22,4,3,13,0,3,3,16,3,7,0,6,3,19,55,0,0,0,0,4,3,34,11,0,8,0,15,1,13,5,0,1,0,9,1,2,8,7,7,1,0,3,0,0,2,9,7
04/01/22,3,2,10,0,3,2,13,1,4,0,6,3,19,55,0,0,0,0,4,1,37,13,0,10,0,14,0,14,5,0,2,0,9,2,2,6,10,9,1,0,0,0,0,2,8,7
04/01/22,2,3,8,3,3,6,11,2,3,0,4,1,19,57,0,0,0,0,4,1,38,13,1,10,0,15,0,12,5,0,1,0,10,2,2,5,9,8,3,0,0,0,0,2,8,7
04/01/22,1,5,5,0,0,5,5,1,1,0,1,1,16,54,0,0,0,0,4,1,36,11,1,10,0,15,0,16,4,0,1,0,10,5,1,3,8,7,2,0,1,0,0,2,7,5
03/31/22,24,2,146,1,102,3,248,0,34,0,38,33,14,58,0,0,24,4,4,1,34,10,0,9,1,15,1,15,5,0,1,0,16,8,3,5,6,6,4,0,1,0,0,3,7,5
03/31/22,23,3,144,4,101,7,245,2,34,1,38,33,14,62,0,0,24,4,4,2,39,12,1,13,0,14,0,12,4,0,0,0,13,8,2,4,10,7,4,0,1,0,0,3,8,5
03/31/22,22,4,141,6,97,10,238,1,32,1,38,32,15,70,0,0,23,4,2,2,43,13,1,14,0,16,1,13,3,3,0,0,18,9,2,5,12,8,2,0,1,0,0,3,7,5
03/31/22,21,8,137,1,91,9,228,1,31,0,36,32,13,76,0,0,22,4,0,4,47,15,2,15,1,17,3,11,0,2,0,0,18,9,2,4,13,9,0,0,0,0,0,2,7,4
03/31/22,20,10,129,2,90,12,219,2,30,1,36,27,19,76,1,1,21,4,3,5,44,14,1,16,2,14,2,11,0,2,0,0,19,5,5,8,18,14,0,0,1,0,0,4,7,4
03/31/22,19,10,119,5,88,15,207,2,28,0,31,25,16,81,2,2,20,4,4,3,48,16,1,17,1,15,0,6,0,2,0,1,20,10,4,4,17,15,0,0,2,0,0,2,7,3
03/31/22,18,4,109,4,83,8,192,2,26,0,31,24,17,88,0,0,19,4,6,3,51,16,1,17,2,18,0,3,0,1,4,3,22,12,5,4,16,13,2,0,4,0,1,2,9,4
03/31/22,17,8,105,5,79,13,184,1,24,0,25,17,17,94,2,2,17,4,7,3,49,14,2,17,1,18,1,4,0,1,0,4,27,12,8,4,16,13,4,0,4,0,0,0,9,4
03/31/22,16,6,97,13,74,19,171,2,23,0,23,14,20,103,2,2,14,4,7,4,48,16,1,16,0,16,1,4,0,1,0,5,33,11,10,11,16,16,4,0,7,0,0,4,11,6
03/31/22,15,12,91,6,61,18,152,1,21,0,22,11,23,105,1,1,13,4,6,4,50,18,5,15,2,17,2,3,0,2,0,6,33,9,9,10,15,15,3,0,4,0,0,6,11,7
03/31/22,14,10,79,10,55,20,134,2,20,1,19,11,22,101,2,2,12,4,5,5,51,18,1,16,3,17,1,3,1,1,0,2,31,12,9,5,18,16,2,0,3,0,0,2,10,8
03/31/22,13,13,69,4,45,17,114,3,18,0,16,9,21,99,5,5,12,4,4,5,52,20,1,14,2,18,2,8,1,1,0,0,27,3,9,9,15,15,2,0,5,0,0,1,10,7
