ds,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
2023-10-07 18:00,8,102,7,67,15,169,1,26,0,26,14,51,130,5,4,11,0,0,5,54,20,0,16,0,18,2,11,1,2,5,9,42,16,12,9,27,23,0,0,9,0,0,3,15,12
2023-10-07 17:00,4,94,6,60,10,154,2,25,0,21,10,51,134,8,8,10,0,2,5,53,19,2,17,0,17,0,14,0,1,2,9,44,18,11,9,21,20,1,0,11,0,0,4,15,12
2023-10-07 16:00,10,90,6,54,16,144,2,23,0,19,9,51,140,7,7,8,0,3,6,54,20,3,17,0,17,0,15,0,1,2,12,46,16,12,13,20,18,1,0,10,0,0,3,15,12
2023-10-07 15:00,8,80,6,48,14,128,0,21,0,18,7,52,141,5,5,8,0,3,5,54,20,4,17,3,17,0,15,0,6,2,14,47,10,15,12,16,14,3,0,22,0,1,4,16,12
2023-10-07 14:00,7,72,6,42,13,114,4,21,1,15,8,49,143,9,9,6,0,3,3,55,20,1,17,3,18,1,15,0,3,2,14,48,7,16,11,15,15,3,0,29,0,1,4,14,11
2023-10-07 13:00,6,65,8,36,14,101,4,17,0,8,5,49,140,10,10,5,0,3,3,55,20,2,17,2,18,0,24,0,0,1,15,43,4,15,10,13,13,3,0,25,0,2,3,14,11
2023-10-07 12:00,8,59,5,28,13,87,1,13,1,7,4,50,143,8,8,4,0,2,3,56,20,2,17,1,19,1,26,0,0,1,15,47,6,15,12,9,8,2,0,22,0,2,3,14,10
2023-10-07 11:00,7,51,8,23,15,74,3,12,0,6,2,51,133,5,5,4,0,1,6,53,18,1,17,0,18,0,27,0,1,3,15,40,5,15,8,12,12,1,0,19,0,5,7,14,10
2023-10-07 10:00,11,44,6,15,17,59,2,9,1,6,2,51,123,2,2,3,0,0,5,51,18,1,17,4,16,0,24,0,3,4,16,35,6,15,6,11,9,0,0,20,0,9,9,14,10
2023-10-07 9:00,3,33,3,9,6,42,0,7,0,6,2,51,127,1,1,2,0,1,4,54,19,2,18,3,17,1,25,0,3,3,16,39,11,16,13,4,4,0,0,16,0,13,9,13,10
2023-10-07 8:00,6,30,0,6,6,36,1,7,0,5,2,50,105,1,1,1,0,1,4,49,18,1,16,1,15,0,25,0,2,4,16,22,0,16,13,15,12,0,0,14,1,5,4,13,10
2023-10-07 7:00,3,24,2,6,5,30,1,6,0,5,2,50,107,5,1,1,0,1,5,52,20,0,18,2,14,0,27,0,2,3,9,23,2,15,10,16,16,0,0,12,1,4,4,13,10
2023-10-07 6:00,3,21,0,4,3,25,0,5,0,4,2,49,106,4,1,1,0,1,5,53,20,0,18,2,15,0,27,1,2,2,8,23,4,14,6,16,15,0,0,11,1,6,4,13,10
2023-10-07 5:00,3,18,1,4,4,22,1,5,0,2,2,47,106,8,5,1,0,1,5,49,19,0,15,0,15,0,25,2,3,2,8,23,6,11,6,16,16,0,0,10,1,5,4,13,10
2023-10-07 4:00,3,15,1,3,4,18,0,4,0,2,2,47,106,7,3,0,0,1,5,51,20,1,16,1,15,0,22,0,1,1,8,22,9,9,4,15,15,0,0,8,1,4,2,13,10
2023-10-07 3:00,7,12,1,2,8,14,4,4,0,2,1,48,106,8,3,0,0,1,5,51,20,1,15,0,16,0,20,0,6,6,8,22,9,9,3,14,14,0,0,7,1,2,2,12,10
2023-10-07 2:00,5,5,1,1,6,6,0,0,0,1,1,47,107,9,5,0,0,2,5,52,19,1,16,0,17,0,19,1,3,5,8,22,9,9,3,10,9,1,0,9,1,2,1,11,10
2023-10-07 1:00,3,137,1,119,4,256,2,44,0,50,28,47,117,8,4,14,8,2,5,53,20,1,15,0,18,1,17,1,0,1,8,33,9,11,10,7,7,1,0,8,1,4,1,10,10
2023-10-07 0:00,9,134,5,118,14,252,2,42,0,48,28,44,120,7,2,13,8,2,5,54,19,1,17,1,18,2,15,1,0,1,8,36,7,11,6,13,13,2,0,6,1,2,0,10,10
2023-10-06 23:00,3,125,2,113,5,238,2,40,0,46,27,44,117,5,4,13,8,1,6,53,18,0,17,1,18,2,15,0,0,1,8,35,3,12,5,15,15,1,0,4,1,2,1,10,9
2023-10-06 22:00,7,122,3,111,10,233,3,38,1,46,24,46,117,9,6,13,8,2,5,51,19,0,16,1,16,1,15,0,0,1,8,34,8,11,3,16,16,2,0,3,0,1,2,10,9
2023-10-06 21:00,5,115,7,108,12,223,1,35,1,44,25,45,121,7,6,11,7,2,6,53,20,0,17,0,16,0,8,0,1,1,8,37,9,6,8,22,22,1,0,3,0,2,5,10,9
2023-10-06 20:00,6,110,8,101,14,211,1,34,0,42,0,47,134,10,6,10,4,5,6,55,19,0,18,0,18,0,4,0,2,1,10,43,11,8,9,19,19,0,0,4,0,3,3,10,9
2023-10-06 19:00,9,104,3,93,12,197,3,33,0,37,17,47,132,8,4,10,4,9,6,53,20,0,18,0,15,0,10,0,2,1,12,43,16,7,8,12,12,4,0,6,0,3,3,10,8
2023-10-06 18:00,8,95,8,90,16,185,2,30,0,31,16,43,132,8,5,10,3,11,5,52,19,0,17,0,16,0,17,1,5,1,12,45,13,10,9,16,15,6,0,12,0,3,1,10,7
2023-10-06 17:00,9,87,3,82,12,169,4,28,0,28,15,43,128,11,6,9,3,13,5,53,20,0,16,0,17,2,17,1,2,1,12,37,17,9,8,16,11,8,0,7,0,1,2,10,7
2023-10-06 16:00,8,78,3,79,11,157,1,24,0,20,9,41,129,11,5,8,2,7,4,54,20,1,18,0,16,0,27,1,5,1,12,38,15,10,7,24,19,2,0,7,0,2,3,10,8
2023-10-06 15:00,10,70,6,76,16,146,4,23,0,19,0,42,121,13,9,8,2,7,6,53,19,0,17,0,17,0,28,2,3,1,8,31,5,12,9,37,30,3,0,9,0,0,2,10,8
2023-10-06 14:00,14,60,9,70,23,130,2,19,0,16,7,41,121,10,10,8,2,8,5,53,20,0,15,0,18,0,27,5,2,1,8,35,7,14,12,30,22,2,0,9,0,0,2,10,8
2023-10-06 13:00,21,46,20,61,41,107,5,17,1,13,6,39,111,6,5,5,0,8,5,53,19,0,16,0,18,0,30,5,4,3,8,29,7,11,12,27,19,3,0,13,0,0,1,10,8
2023-10-06 12:00,4,25,10,41,14,66,2,12,0,12,5,41,101,1,1,1,0,1,5,55,21,1,18,0,16,3,40,4,2,1,7,23,5,10,13,21,13,1,0,10,1,0,0,10,9
2023-10-06 11:00,5,21,12,31,17,52,2,10,0,10,0,40,100,1,1,0,0,1,4,54,20,0,18,0,16,3,34,5,1,1,7,24,3,10,11,21,14,1,0,10,1,0,0,10,9
2023-10-06 10:00,5,16,2,19,7,35,1,8,0,10,5,40,92,0,0,0,0,0,4,51,20,2,17,1,14,1,32,5,2,1,7,20,0,11,12,19,19,0,0,9,1,0,1,10,9
2023-10-06 9:00,2,11,3,17,5,28,0,7,0,7,5,37,92,0,0,0,0,0,4,50,19,1,17,1,14,0,29,5,3,1,8,20,0,12,11,17,17,0,0,10,1,1,4,10,9
2023-10-06 8:00,0,9,2,14,2,23,1,7,0,4,5,34,93,2,2,0,0,0,3,50,20,2,17,1,13,0,31,2,1,2,8,20,4,10,7,15,15,0,0,7,2,0,1,10,9
2023-10-06 7:00,3,9,2,12,5,21,1,6,0,4,4,34,96,3,3,0,0,0,3,52,20,2,18,1,14,0,29,2,3,4,6,22,6,8,9,16,16,0,0,6,2,0,0,10,9
2023-10-06 6:00,3,6,8,10,11,16,3,5,0,3,2,35,96,2,2,0,0,0,3,50,19,1,17,1,14,0,29,2,1,4,6,25,10,9,7,18,17,0,0,5,2,0,1,10,9
2023-10-06 5:00,3,3,2,2,5,5,2,2,0,1,2,34,104,1,1,0,0,0,4,45,17,1,15,1,13,0,19,2,0,5,6,38,27,8,3,12,12,0,0,4,2,0,0,10,9
2023-10-06 4:00,7,181,4,93,11,274,4,47,0,56,40,35,108,1,1,11,14,0,4,44,15,1,16,1,13,2,16,3,0,6,7,41,26,9,6,9,9,0,0,4,1,0,2,11,9
2023-10-06 3:00,16,174,1,89,17,263,2,43,0,50,39,32,128,2,2,11,14,0,5,49,18,3,17,1,14,1,9,0,2,5,7,54,26,12,4,13,10,0,0,5,1,0,6,11,8
2023-10-06 2:00,17,158,4,88,21,246,4,41,0,40,32,31,130,7,7,9,14,0,5,49,16,0,17,0,16,1,8,1,19,6,12,47,15,14,10,21,17,0,0,13,1,3,2,10,7
2023-10-06 1:00,16,141,12,84,28,225,2,37,0,40,30,35,136,9,5,7,13,3,3,53,17,0,17,0,19,0,8,1,15,3,15,46,11,13,9,20,16,0,0,7,0,0,2,10,7
2023-10-06 0:00,41,125,27,72,68,197,13,35,0,36,23,40,139,10,3,3,9,9,4,56,20,0,18,0,18,1,11,1,1,1,14,42,13,10,7,17,16,4,0,11,0,0,2,13,10
2023-10-05 23:00,33,84,12,45,45,129,8,22,0,0,0,45,96,1,1,0,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 22:00,20,51,13,33,33,84,4,14,0,0,0,45,96,1,1,0,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 21:00,15,31,9,20,24,51,3,10,0,0,0,45,96,1,1,0,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 20:00,2,16,1,11,3,27,1,7,0,0,0,45,96,1,1,0,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 19:00,4,14,2,10,6,24,3,6,0,0,0,45,96,1,1,0,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 18:00,5,10,4,8,9,18,0,3,0,0,0,45,96,1,1,0,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 17:00,5,5,4,4,9,9,3,3,0,0,0,45,96,1,1,0,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 16:00,10,71,7,44,17,115,3,20,0,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 15:00,11,61,7,37,18,98,3,17,0,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 14:00,12,50,16,30,28,80,4,14,0,6,0,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 13:00,22,38,7,14,29,52,4,10,0,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 12:00,0,16,0,7,0,23,0,6,0,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 11:00,0,16,0,7,0,23,0,6,0,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 10:00,0,16,0,7,0,23,0,6,0,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 9:00,0,16,0,7,0,23,0,6,0,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 8:00,0,16,0,7,0,23,0,6,0,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,26,0,2,5,5,15,0,14,7,22,21,0,0,9,0,2,4,11,9
2023-10-05 7:00,0,16,1,7,1,23,0,6,0,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,25,0,1,4,5,15,0,14,7,22,21,0,0,9,0,1,4,11,9
2023-10-05 6:00,4,16,0,6,4,22,2,6,1,6,9,45,96,1,1,1,0,0,5,59,21,2,17,1,21,2,22,0,4,5,5,15,0,14,7,22,21,0,0,9,0,1,3,11,9
2023-10-05 5:00,3,12,0,6,3,18,1,4,0,5,9,44,94,1,1,0,0,0,4,56,20,1,15,1,21,2,20,0,3,4,5,17,1,14,5,24,22,0,0,7,0,2,2,11,9
2023-10-05 4:00,2,9,0,6,2,15,2,3,0,3,8,43,96,2,2,0,0,0,4,58,21,1,16,1,21,2,19,0,3,4,5,16,1,13,5,25,24,0,0,6,0,2,1,11,9
2023-10-05 3:00,3,7,1,6,4,13,0,1,0,2,8,42,95,1,1,0,0,0,4,57,20,1,16,0,21,2,18,0,1,2,5,17,1,12,8,36,36,0,0,3,0,2,1,11,9
2023-10-05 2:00,4,4,5,5,9,9,1,1,0,2,2,48,96,1,1,0,0,0,4,55,21,2,15,2,19,0,15,0,2,3,7,18,1,11,11,37,35,0,0,4,0,2,2,11,9
2023-10-05 1:00,3,165,0,124,3,289,2,42,0,52,26,48,97,1,1,26,11,0,5,56,20,3,17,2,19,3,15,0,1,2,7,16,0,9,10,41,36,0,0,5,0,3,1,12,9
2023-10-05 0:00,7,162,4,124,11,286,3,40,0,46,26,42,100,2,2,25,11,0,5,58,20,3,18,3,20,4,13,1,1,1,7,16,1,9,4,52,41,0,0,6,0,3,2,12,9
2023-10-04 23:00,10,155,5,120,15,275,4,37,0,45,24,44,104,2,2,24,11,4,5,55,19,3,18,4,18,3,13,1,1,5,9,19,0,9,5,55,49,1,0,7,0,3,2,14,10
2023-10-04 22:00,10,145,6,115,16,260,1,33,0,44,22,46,109,3,3,24,11,4,4,56,20,2,17,1,19,2,10,0,2,5,12,21,0,9,3,46,42,1,0,8,0,4,2,13,10
2023-10-04 21:00,9,135,7,109,16,244,1,32,0,41,17,49,117,3,3,22,11,6,4,58,22,4,18,2,18,2,11,0,5,8,13,26,1,10,8,39,36,4,0,8,0,3,6,13,10
2023-10-04 20:00,9,126,5,102,14,228,5,31,0,35,16,45,121,8,8,19,11,10,4,56,19,1,18,2,19,2,15,0,6,6,13,27,4,10,6,34,29,9,0,8,0,2,9,13,10
2023-10-04 19:00,5,117,6,97,11,214,1,26,0,32,16,43,119,5,5,19,11,11,3,57,21,1,17,2,19,1,19,0,4,1,12,29,5,11,4,31,28,9,0,8,0,0,6,13,10
2023-10-04 18:00,11,112,6,91,17,203,3,25,0,30,11,46,127,6,6,16,11,12,4,59,22,2,18,1,19,2,24,0,5,1,15,30,11,9,5,27,23,9,0,10,0,0,4,13,10
2023-10-04 17:00,5,101,10,85,15,186,2,22,0,23,9,42,133,5,4,16,11,12,5,59,22,0,18,2,19,4,26,0,4,2,15,35,15,8,7,20,19,9,0,15,0,0,5,14,10
2023-10-04 16:00,13,96,5,75,18,171,2,20,0,19,8,40,133,12,10,15,10,14,5,57,21,0,18,0,18,0,25,0,6,2,9,37,13,9,11,15,12,12,0,13,0,0,4,13,9
2023-10-04 15:00,13,83,8,70,21,153,4,18,0,16,8,37,131,7,7,15,10,13,4,58,22,0,17,1,19,0,23,0,7,2,11,38,10,9,11,12,11,10,0,12,0,0,1,13,8
2023-10-04 14:00,8,70,10,62,18,132,0,14,0,16,6,40,127,2,2,12,6,9,5,60,22,1,18,2,20,2,27,0,8,2,11,36,12,9,8,17,14,4,0,14,1,0,3,13,8
2023-10-04 13:00,8,62,7,52,15,114,4,14,0,13,6,37,125,7,5,12,1,11,5,56,22,1,16,0,18,1,27,1,8,2,10,33,10,7,9,11,5,6,0,12,1,0,2,14,9
2023-10-04 12:00,10,54,7,45,17,99,1,10,0,11,4,42,119,2,2,11,1,8,5,58,22,1,18,0,18,0,26,1,2,1,11,29,9,8,8,13,7,6,0,12,1,0,1,14,9
2023-10-04 11:00,12,44,10,38,22,82,0,9,0,11,3,42,109,4,3,7,0,8,6,55,20,0,17,1,18,1,22,0,2,0,13,18,0,7,12,23,15,8,0,17,1,1,2,13,9
2023-10-04 10:00,8,32,12,28,20,60,1,9,0,9,3,42,110,1,1,4,0,3,4,55,22,0,16,0,17,0,22,0,2,1,13,24,0,10,9,27,24,3,0,16,1,4,3,13,9
2023-10-04 9:00,4,24,7,16,11,40,0,8,0,8,3,41,103,1,0,3,0,1,5,54,22,0,16,0,16,0,21,0,2,1,13,17,0,10,12,24,24,1,0,14,1,4,2,13,9
2023-10-04 8:00,3,20,2,9,5,29,0,8,0,8,3,41,104,2,0,2,0,0,6,55,21,0,18,0,16,0,20,0,5,2,10,18,0,11,10,18,16,0,0,13,1,2,4,13,9
2023-10-04 7:00,4,17,1,7,5,24,1,8,0,8,3,41,103,4,3,1,0,0,5,57,22,0,18,0,17,0,23,0,4,3,8,16,0,10,11,17,15,0,0,8,2,2,3,13,9
2023-10-04 6:00,2,13,1,6,3,19,0,7,0,8,2,43,108,4,3,1,0,0,5,58,22,0,18,0,18,0,22,0,3,3,9,19,2,10,6,20,18,0,0,9,2,2,2,13,9
2023-10-04 5:00,1,11,1,5,2,16,1,7,0,7,2,42,109,4,3,1,0,0,5,58,22,0,18,0,18,1,21,0,3,4,9,20,5,10,7,18,18,0,0,12,1,2,1,13,9
2023-10-04 4:00,4,10,1,4,5,14,2,6,0,6,1,42,109,4,4,1,0,0,5,57,21,0,18,1,18,1,22,0,2,3,9,21,6,11,6,17,17,0,0,11,0,2,2,13,9
2023-10-04 3:00,1,6,2,3,3,9,0,4,0,4,0,41,108,2,2,0,0,2,6,57,21,1,18,2,18,1,18,1,4,5,9,21,9,10,3,17,15,2,0,10,0,1,2,13,9
2023-10-04 2:00,5,5,1,1,6,6,4,4,0,4,0,41,111,4,4,0,0,2,5,56,21,0,16,0,19,1,13,1,2,9,8,23,10,10,4,17,16,2,0,13,0,1,4,15,10
2023-10-04 1:00,1,160,1,155,2,315,1,45,0,45,34,37,118,1,1,42,3,2,6,56,21,2,17,1,18,2,15,0,4,11,8,32,10,14,11,15,15,2,0,17,0,3,7,15,9
2023-10-04 0:00,9,159,10,154,19,313,8,44,1,44,34,36,113,1,1,42,3,2,6,52,19,2,15,0,18,4,15,0,3,8,11,28,10,11,3,19,14,2,0,13,0,3,8,15,9
2023-10-03 23:00,6,150,7,144,13,294,0,36,2,41,30,37,117,1,1,41,3,2,5,51,20,0,16,2,15,2,12,1,7,10,10,35,12,10,8,19,12,2,0,15,0,2,8,15,9
2023-10-03 22:00,6,144,5,137,11,281,1,36,0,40,28,39,113,4,4,40,3,0,6,54,20,0,17,1,17,1,8,1,6,5,12,23,1,11,8,31,25,0,0,12,0,1,9,14,9
2023-10-03 21:00,9,138,3,132,12,270,4,35,0,38,26,40,112,5,5,40,3,1,6,54,20,1,17,0,17,1,6,0,4,6,11,23,3,9,5,33,24,0,0,9,0,1,12,13,9
2023-10-03 20:00,9,129,8,129,17,258,2,31,0,36,24,40,112,6,5,36,3,8,6,56,20,0,18,0,18,2,5,1,3,3,7,24,2,9,6,31,25,3,0,9,0,1,11,13,9
2023-10-03 19:00,6,120,5,121,11,241,2,29,0,32,21,39,113,3,2,34,3,12,5,57,21,3,18,0,18,1,4,0,3,1,8,28,5,9,4,23,19,6,0,5,0,2,6,12,9
2023-10-03 18:00,12,114,8,116,20,230,2,27,0,29,18,40,114,10,4,33,3,10,5,50,18,0,18,0,14,0,6,0,4,2,7,30,8,7,8,27,24,2,0,7,0,2,7,12,9
2023-10-03 17:00,12,102,6,108,18,210,4,25,0,24,17,35,114,11,7,33,3,13,5,51,19,0,17,0,15,1,13,1,12,4,8,28,9,8,6,25,21,6,0,7,0,1,2,11,8
2023-10-03 16:00,8,90,15,102,23,192,3,21,0,17,15,31,119,11,6,31,3,15,5,52,20,1,17,0,15,1,17,0,13,7,8,32,10,7,7,18,13,7,0,10,0,0,4,11,9
2023-10-03 15:00,8,82,5,87,13,169,1,18,0,16,10,34,113,12,7,27,3,9,5,53,19,1,18,0,16,0,19,0,8,4,8,22,2,5,7,27,22,3,0,9,0,4,4,13,9
2023-10-03 14:00,16,74,10,82,26,156,3,17,0,12,6,36,121,14,10,24,1,8,5,57,20,1,18,1,19,1,17,0,2,2,8,22,2,5,9,28,18,3,0,7,0,5,3,15,10
2023-10-03 13:00,11,58,16,72,27,130,2,14,0,12,5,39,114,9,9,20,1,4,5,57,20,2,17,0,20,1,21,0,2,3,8,20,3,4,8,21,15,4,0,7,0,1,2,15,10
2023-10-03 12:00,10,47,14,56,24,103,3,12,1,11,4,39,105,3,3,15,1,1,6,55,19,1,17,1,19,3,20,0,2,2,8,18,2,5,8,21,12,1,0,8,0,1,4,15,10
2023-10-03 11:00,11,37,11,42,22,79,2,9,0,8,3,39,97,2,1,9,0,2,5,51,18,1,17,0,16,2,16,1,2,2,7,16,1,8,6,21,9,1,0,6,0,1,1,16,10
2023-10-03 10:00,6,26,10,31,16,57,1,7,0,8,3,39,92,0,0,5,0,1,4,50,20,0,15,0,15,2,16,1,2,3,8,15,1,7,5,13,4,0,0,6,0,1,0,15,10
2023-10-03 9:00,5,20,2,21,7,41,0,6,0,8,3,39,90,0,0,3,0,2,4,51,20,1,16,0,15,1,14,1,2,3,7,14,5,6,5,14,13,2,0,5,0,1,0,14,10
2023-10-03 8:00,2,15,3,19,5,34,0,6,0,5,3,36,86,0,0,2,0,1,4,50,19,0,16,0,15,0,15,1,2,2,7,11,2,6,9,13,13,1,0,5,0,1,0,14,10
2023-10-03 7:00,2,13,2,16,4,29,0,6,0,5,3,36,85,0,0,2,0,1,4,52,19,0,17,1,16,0,16,1,2,5,7,8,0,6,9,14,13,1,0,5,0,1,0,14,10
2023-10-03 6:00,2,11,1,14,3,25,0,6,0,4,2,36,82,0,0,2,0,1,4,50,18,0,16,0,16,0,17,1,5,4,7,7,0,5,7,16,16,0,0,5,0,1,0,14,10
2023-10-03 5:00,1,9,4,13,5,22,0,6,0,3,2,35,81,0,0,2,0,1,4,52,19,1,16,0,17,2,16,1,6,5,6,6,0,5,7,18,16,0,0,5,0,1,0,13,10
2023-10-03 4:00,1,8,2,9,3,17,0,6,0,3,1,36,79,0,0,1,0,1,4,51,20,1,16,0,15,0,14,1,2,5,6,5,1,3,4,20,18,1,0,5,0,1,0,13,10
2023-10-03 3:00,3,7,3,7,6,14,2,6,0,2,1,35,85,0,0,1,0,1,4,53,21,1,16,0,16,0,13,1,3,8,5,10,6,2,3,26,25,1,0,5,0,1,2,13,10
2023-10-03 2:00,4,4,4,4,8,8,4,4,0,2,1,35,80,0,0,1,0,1,4,50,17,0,16,0,17,0,9,0,2,4,5,10,6,2,2,27,27,1,0,5,0,1,0,11,10
2023-10-03 1:00,3,107,2,117,5,224,2,45,0,37,23,34,88,2,2,8,0,2,5,51,17,1,16,1,18,0,10,0,2,6,5,14,6,3,7,22,22,1,0,5,0,1,1,11,9
2023-10-03 0:00,4,104,3,115,7,219,3,43,0,35,22,33,92,1,1,8,0,3,4,53,18,1,16,1,19,1,12,0,1,4,7,15,6,3,9,24,20,1,0,8,0,1,3,12,9
2023-10-02 23:00,2,100,6,112,8,212,1,40,0,34,19,35,100,4,4,8,0,3,4,54,21,1,15,1,18,2,11,0,2,4,6,20,7,4,9,27,21,1,0,8,0,1,4,12,9
2023-10-02 22:00,5,98,2,106,7,204,1,39,0,33,18,36,102,3,3,8,0,4,4,54,21,3,16,1,17,5,11,0,1,6,7,21,8,4,5,28,22,3,0,7,0,1,2,13,9
2023-10-02 21:00,3,93,5,104,8,197,2,38,0,31,17,35,110,5,5,8,0,4,5,53,19,2,17,3,17,2,12,1,3,6,6,27,9,8,6,30,23,3,0,8,0,0,4,14,8
2023-10-02 20:00,9,90,6,99,15,189,4,36,0,30,17,34,92,5,5,8,0,3,5,50,19,1,16,2,15,2,12,1,2,6,5,14,1,9,5,40,30,2,0,8,0,1,1,13,8
2023-10-02 19:00,8,81,3,93,11,174,4,32,0,27,17,31,91,4,4,8,0,3,4,52,20,1,17,0,15,4,13,1,1,5,4,14,1,10,4,37,25,3,0,12,0,2,1,13,8
2023-10-02 18:00,9,73,10,90,19,163,2,28,0,26,11,37,91,4,4,8,0,3,4,51,19,1,17,1,15,2,12,1,0,4,5,13,0,10,3,37,25,3,0,12,0,2,1,14,8
2023-10-02 17:00,9,64,4,80,13,144,6,26,0,25,12,37,93,3,3,8,0,2,5,51,20,2,17,1,14,1,13,2,3,3,7,13,1,7,5,33,24,2,0,15,0,2,1,14,8
2023-10-02 16:00,7,55,4,76,11,131,3,20,0,22,10,37,92,1,1,8,0,2,5,51,18,2,16,0,17,1,14,0,2,3,7,14,0,9,5,37,22,2,0,9,0,1,1,14,9
2023-10-02 15:00,6,48,10,72,16,120,0,17,0,17,8,34,93,0,0,6,0,2,4,49,18,3,16,1,15,1,15,0,3,3,7,19,1,9,7,39,28,2,0,6,0,3,1,14,9
2023-10-02 14:00,6,42,10,62,16,104,2,17,0,13,5,32,94,0,0,4,0,2,4,50,18,5,16,1,16,1,13,0,2,2,7,18,3,9,10,27,19,2,0,6,0,1,0,15,9
2023-10-02 13:00,7,36,11,52,18,88,3,15,0,12,4,32,86,0,0,3,0,2,5,42,14,2,13,1,15,0,12,0,6,3,7,17,3,7,7,26,18,1,0,9,0,1,1,15,9
2023-10-02 12:00,6,29,7,41,13,70,3,12,0,11,4,33,81,0,0,3,0,2,3,44,13,0,14,1,17,1,9,0,4,4,7,16,2,8,7,20,11,0,0,8,0,1,1,11,8
2023-10-02 11:00,6,23,7,34,13,57,2,9,0,11,4,33,74,0,0,2,0,2,2,42,14,0,13,1,15,0,13,0,5,4,6,15,2,8,5,19,10,1,0,7,0,1,1,9,8
2023-10-02 10:00,4,17,4,27,8,44,1,7,0,9,4,31,73,0,0,2,0,3,2,41,14,0,12,0,15,0,12,0,5,4,6,15,1,9,3,16,8,1,0,5,0,0,1,9,8
2023-10-02 9:00,4,13,6,23,10,36,3,6,0,7,4,29,70,0,0,2,0,4,3,40,13,0,12,2,15,0,13,1,5,7,6,12,0,8,4,18,16,3,0,5,0,1,1,9,8
2023-10-02 8:00,0,9,3,17,3,26,0,3,0,5,4,27,72,0,0,2,0,3,3,41,15,0,11,0,15,0,13,2,6,8,6,13,0,6,5,16,13,2,0,5,0,0,1,9,8
2023-10-02 7:00,1,9,8,14,9,23,1,3,0,5,3,28,75,0,0,2,0,2,5,42,15,0,13,0,14,0,11,2,7,8,6,13,1,6,13,13,13,1,0,7,0,0,1,9,8
2023-10-02 6:00,3,8,1,6,4,14,1,2,1,5,2,28,75,0,0,2,0,1,4,42,15,1,13,0,14,0,11,2,7,8,6,15,0,5,18,12,11,1,0,6,0,1,0,8,8
