dateflg,timeflg,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
10/01/22,24,2,129,3,103,5,232,2,43,0,33,30,20,86,0,0,13,1,5,5,40,14,3,12,1,14,0,6,1,1,1,0,32,9,7,7,13,8,4,0,1,0,0,1,9,8
10/01/22,23,6,127,5,100,11,227,3,41,1,31,29,20,94,0,0,12,1,6,4,43,15,2,13,1,15,0,8,2,1,1,0,36,7,6,9,14,11,4,0,1,1,0,0,11,9
10/01/22,22,4,121,1,95,5,216,1,38,0,29,25,23,104,0,0,12,1,5,4,42,13,2,14,1,15,1,6,3,0,2,0,46,13,9,6,12,8,3,0,2,1,0,0,12,9
10/01/22,21,12,117,4,94,16,211,1,37,0,26,25,20,88,0,0,12,1,5,4,43,14,5,14,0,15,0,2,4,0,2,0,30,5,9,4,26,21,3,0,3,1,0,2,11,9
10/01/22,20,10,105,5,90,15,195,4,36,0,24,24,19,84,0,0,12,1,4,4,41,11,2,14,1,16,3,1,5,0,0,0,29,6,10,5,25,18,2,0,3,1,0,1,10,9
10/01/22,19,4,95,4,85,8,180,2,32,0,22,23,20,79,0,0,12,1,3,3,37,12,0,15,1,10,1,1,5,0,0,0,27,11,8,6,23,12,2,0,1,1,0,2,12,11
10/01/22,18,9,91,4,81,13,172,4,30,0,21,23,22,81,0,0,12,1,2,3,39,13,1,15,1,11,2,1,5,0,0,0,25,10,7,4,20,12,1,0,3,1,0,1,14,13
10/01/22,17,9,82,3,77,12,159,3,26,0,20,22,22,76,0,0,11,1,3,3,40,14,1,14,1,12,5,5,5,2,0,0,18,5,6,2,21,13,2,0,5,1,1,1,15,13
10/01/22,16,5,73,5,74,10,147,1,23,0,19,21,22,75,0,0,10,1,4,3,40,15,1,13,1,12,2,6,4,0,1,0,17,9,6,2,23,18,2,0,5,1,0,1,15,13
10/01/22,15,8,68,8,69,16,137,1,22,1,18,19,23,65,0,0,8,1,7,3,37,14,1,12,1,11,0,3,5,0,0,0,10,0,6,3,31,24,4,0,4,1,0,1,15,13
10/01/22,14,5,60,14,61,19,121,0,21,0,14,16,24,67,0,0,6,1,7,3,39,15,0,11,0,13,1,5,5,2,0,0,8,0,4,2,27,21,4,0,5,1,0,1,17,14
10/01/22,13,6,55,6,47,12,102,2,21,0,12,16,22,70,0,0,5,1,7,5,40,16,1,13,2,11,3,6,4,4,0,0,8,0,3,3,17,10,4,0,5,1,0,0,17,14
10/01/22,12,1,49,9,41,10,90,0,19,0,11,15,23,79,0,0,4,1,5,4,43,17,0,14,2,12,3,7,4,3,1,0,15,0,5,7,16,9,3,0,6,0,1,0,17,15
10/01/22,11,7,48,5,32,12,80,2,19,0,11,14,24,84,0,0,4,0,1,3,45,17,1,14,1,14,4,6,3,1,0,0,19,1,7,6,13,9,0,0,6,0,1,0,17,15
10/01/22,10,4,41,3,27,7,68,2,17,0,10,12,24,92,0,0,4,0,2,3,46,16,0,16,0,14,3,9,4,1,2,0,26,2,8,8,7,6,0,0,3,0,0,1,17,15
10/01/22,9,8,37,5,24,13,61,3,15,1,9,11,24,85,0,0,4,0,2,2,49,17,2,16,1,16,3,9,3,1,2,0,17,0,11,3,17,11,1,0,1,0,0,0,17,15
10/01/22,8,4,29,5,19,9,48,0,12,0,6,10,23,84,0,0,4,0,2,5,45,15,0,16,1,14,1,12,3,2,2,0,18,1,10,11,19,19,2,0,1,0,0,1,16,15
10/01/22,7,7,25,1,14,8,39,3,12,1,5,10,22,84,0,0,4,0,1,4,47,16,0,16,1,15,3,12,2,1,2,0,17,1,10,9,15,14,1,0,1,0,0,5,16,14
10/01/22,6,2,18,2,13,4,31,2,9,0,5,9,23,85,0,0,4,0,3,3,47,18,0,15,1,14,2,12,2,1,2,0,19,1,11,14,14,13,1,0,1,0,3,5,16,14
10/01/22,5,1,16,1,11,2,27,0,7,0,5,8,23,87,0,0,4,0,2,3,48,19,0,15,1,14,2,14,1,1,2,0,20,4,11,12,14,12,0,0,1,0,8,5,16,14
10/01/22,4,2,15,2,10,4,25,1,7,0,5,7,24,88,0,0,4,0,2,3,50,19,0,16,1,15,2,13,1,2,4,0,19,4,9,10,15,13,0,0,1,0,2,4,16,14
10/01/22,3,2,13,2,8,4,21,1,6,0,5,7,25,92,1,1,3,0,3,4,50,19,1,16,0,15,1,10,1,5,9,0,21,9,10,4,15,14,3,0,1,0,2,2,16,14
10/01/22,2,4,11,3,6,7,17,2,5,1,5,6,26,91,0,0,2,0,3,4,49,19,3,16,0,14,0,10,1,5,8,0,21,12,8,3,15,15,3,0,2,0,1,3,17,14
10/01/22,1,7,7,3,3,10,10,3,3,0,3,2,27,94,0,0,1,0,2,4,50,18,2,17,2,15,0,9,0,5,7,0,23,14,7,0,15,14,2,0,1,0,1,5,17,14
09/30/22,24,3,173,2,115,5,288,1,39,0,38,27,28,95,0,0,22,12,2,3,48,19,3,13,0,16,3,5,1,6,3,0,27,12,8,0,15,13,2,0,1,0,1,4,17,14
09/30/22,23,8,170,8,113,16,283,1,38,0,36,27,26,106,0,0,21,12,2,4,48,18,4,13,0,17,3,4,2,6,3,0,36,11,5,8,15,13,1,0,1,0,1,6,18,14
09/30/22,22,4,162,1,105,5,267,1,37,0,32,26,24,107,0,0,21,12,3,4,48,18,2,15,0,15,4,5,3,3,3,0,38,12,5,7,9,9,3,0,4,0,1,6,17,13
09/30/22,21,8,158,4,104,12,262,1,36,0,31,24,24,100,3,3,21,12,3,5,47,17,1,16,1,14,2,4,1,2,3,0,28,9,2,5,23,22,3,0,4,0,2,6,17,13
09/30/22,20,12,150,3,100,15,250,3,35,0,29,24,22,104,7,7,20,12,3,3,47,19,3,13,1,15,1,5,0,5,5,0,29,11,6,7,21,17,3,0,1,0,2,6,18,13
09/30/22,19,10,138,7,97,17,235,2,32,0,26,23,20,107,10,9,19,12,6,3,50,17,2,16,1,17,1,7,0,4,6,0,26,6,4,8,19,17,4,0,2,1,1,4,18,13
09/30/22,18,10,128,5,90,15,218,4,30,1,25,18,23,110,12,10,18,12,8,5,47,18,2,16,0,13,0,10,0,4,4,0,29,10,7,5,15,12,3,0,5,0,2,5,17,12
09/30/22,17,9,118,6,85,15,203,6,26,0,24,14,28,114,12,8,18,12,9,5,53,18,3,17,0,18,0,10,1,6,4,0,28,9,8,4,15,14,3,0,5,0,4,5,16,12
09/30/22,16,9,109,4,79,13,188,3,20,0,20,11,27,113,13,8,18,11,10,4,52,17,1,16,0,19,1,11,1,9,4,0,26,11,9,5,13,11,6,0,5,0,0,1,18,12
09/30/22,15,11,100,4,75,15,175,3,17,1,19,11,28,111,9,6,16,8,12,4,52,18,0,16,0,18,3,12,0,6,7,0,29,9,9,5,15,13,7,0,4,0,3,1,17,12
09/30/22,14,12,89,14,71,26,160,0,14,0,16,9,27,111,6,3,15,8,12,3,51,19,1,15,0,17,1,12,0,4,2,0,35,13,12,5,12,10,8,0,4,0,4,1,16,11
09/30/22,13,15,77,6,57,21,134,1,14,1,14,8,25,104,6,6,13,5,10,3,53,19,2,16,0,18,2,15,0,3,2,0,27,4,12,7,8,5,5,0,3,0,0,2,15,11
09/30/22,12,14,62,9,51,23,113,3,13,1,13,6,26,92,0,0,10,4,7,5,52,18,2,16,4,18,1,17,0,2,0,0,21,1,11,4,17,12,3,0,3,0,0,0,14,12
09/30/22,11,12,48,9,42,21,90,2,10,1,10,6,24,79,1,1,7,3,6,3,43,16,1,11,0,16,1,21,0,2,0,0,17,0,9,6,17,12,5,0,4,0,0,1,15,11
09/30/22,10,8,36,13,33,21,69,0,8,0,6,6,20,80,1,1,6,2,3,3,42,14,1,13,1,15,1,22,0,2,0,0,19,2,9,5,14,10,1,0,4,0,0,0,15,11
09/30/22,9,7,28,6,20,13,48,0,8,0,4,6,18,75,0,0,3,0,4,3,39,13,0,12,0,14,0,22,0,3,0,0,18,3,8,3,6,5,2,0,3,0,0,0,15,11
09/30/22,8,5,21,6,14,11,35,0,8,0,3,6,17,70,0,0,3,0,2,3,40,13,0,12,3,15,0,23,0,2,1,0,12,4,8,2,6,5,0,0,3,0,0,0,15,11
09/30/22,7,2,16,2,8,4,24,1,8,0,3,5,18,67,0,0,1,0,2,3,41,13,0,13,1,15,0,24,0,2,1,0,8,0,8,1,4,3,0,0,3,0,0,0,15,11
09/30/22,6,0,14,0,6,0,20,0,7,0,3,4,19,67,0,0,1,0,2,3,40,13,0,12,1,15,0,23,0,2,0,0,9,0,8,2,4,3,2,0,2,0,0,0,15,11
09/30/22,5,3,14,0,6,3,20,1,7,0,3,4,19,68,0,0,1,0,3,3,41,13,1,12,1,16,0,23,0,2,0,0,9,1,6,5,5,5,2,0,3,0,0,0,15,11
09/30/22,4,0,11,2,6,2,17,0,6,0,3,5,18,68,0,0,0,0,3,2,42,15,1,11,2,16,1,23,0,2,2,0,9,1,6,4,5,4,2,0,1,0,0,0,15,11
09/30/22,3,3,11,0,4,3,15,2,6,0,2,3,19,71,0,0,0,0,4,3,43,16,2,11,2,16,1,23,0,2,1,0,10,4,6,3,6,5,4,0,2,0,0,0,15,11
09/30/22,2,4,8,1,4,5,12,2,4,0,1,2,19,70,0,0,0,0,4,3,44,17,2,12,2,15,0,16,0,2,0,0,11,4,4,3,8,7,4,0,3,0,0,0,12,11
09/30/22,1,4,4,3,3,7,7,2,2,0,1,0,21,68,0,0,0,0,4,3,42,15,1,11,1,16,0,10,0,2,0,0,11,6,3,1,13,13,4,0,0,0,0,0,12,11
09/29/22,24,2,136,2,96,4,232,0,31,0,36,32,20,76,0,0,9,9,3,3,44,16,1,12,2,16,0,8,0,0,1,0,17,7,5,7,9,9,3,0,0,0,0,1,12,11
09/29/22,23,5,134,3,94,8,228,1,31,0,35,30,22,80,0,0,9,9,3,4,45,17,0,12,2,16,1,6,0,0,1,0,17,5,5,7,14,7,3,0,0,1,0,0,14,12
09/29/22,22,5,129,5,91,10,220,2,30,1,29,27,19,84,0,0,9,9,1,3,49,17,1,16,2,16,1,2,4,1,0,0,17,4,5,6,17,8,1,0,2,1,0,0,15,10
09/29/22,21,8,124,3,86,11,210,2,28,0,28,26,19,91,0,0,9,9,2,5,52,18,1,16,1,18,2,3,3,1,0,0,19,2,5,10,17,10,1,0,3,0,0,0,15,11
09/29/22,20,3,116,13,83,16,199,1,26,0,29,21,25,96,0,0,8,9,1,4,55,20,2,18,1,17,3,5,1,2,0,0,23,1,7,11,16,13,0,0,3,0,0,0,14,11
09/29/22,19,8,113,4,70,12,183,2,25,0,27,19,25,99,2,2,8,9,1,5,49,18,1,17,0,14,2,9,0,1,0,0,28,1,7,12,7,5,1,0,3,0,0,1,15,11
09/29/22,18,6,105,1,66,7,171,3,23,0,26,18,25,104,3,3,8,9,3,6,48,18,2,16,0,14,0,11,0,3,0,0,31,3,7,13,7,5,0,0,4,0,0,3,16,11
09/29/22,17,8,99,5,65,13,164,1,20,0,23,14,27,117,4,3,8,9,5,6,51,16,2,17,0,18,1,13,0,3,0,0,40,6,14,14,7,5,1,0,8,1,0,6,16,11
09/29/22,16,11,91,2,60,13,151,5,19,0,22,11,29,120,7,7,6,9,6,6,52,19,1,18,1,15,0,13,0,2,1,0,39,12,12,12,11,7,1,0,6,1,0,4,16,11
09/29/22,15,11,80,5,58,16,138,4,14,0,18,10,27,117,3,3,6,8,9,5,55,19,1,17,1,19,0,9,0,1,1,0,39,5,12,14,13,9,5,0,4,1,0,3,15,10
09/29/22,14,9,69,3,53,12,122,0,10,0,15,9,25,113,2,2,6,6,10,4,51,19,2,15,1,17,0,11,1,1,2,0,41,9,9,10,10,10,5,0,5,0,0,1,15,10
09/29/22,13,8,60,10,50,18,110,2,10,0,11,9,21,94,1,1,6,3,11,4,52,19,0,14,1,19,0,16,0,3,6,0,25,0,10,8,25,20,5,0,5,0,0,1,12,8
09/29/22,12,13,52,10,40,23,92,1,8,1,11,8,22,88,0,0,6,1,7,6,48,15,0,14,0,19,1,20,0,5,3,0,22,0,5,9,21,16,3,0,7,0,1,3,12,8
09/29/22,11,7,39,12,30,19,69,1,7,0,10,7,22,90,0,0,5,1,3,5,48,15,1,16,0,17,0,24,0,2,2,0,25,5,6,8,15,10,3,0,4,0,1,2,12,9
09/29/22,10,7,32,10,18,17,50,1,6,0,7,6,20,83,0,0,1,1,1,5,48,14,0,17,1,17,1,19,0,2,3,0,16,0,6,6,18,10,1,0,5,0,1,2,14,9
09/29/22,9,7,25,4,8,11,33,0,5,0,5,6,18,84,0,0,0,0,1,4,48,15,1,17,1,16,1,18,0,6,3,0,18,0,8,6,11,7,1,0,6,0,0,0,14,8
09/29/22,8,3,18,3,4,6,22,1,5,0,4,6,17,89,0,0,0,0,1,4,49,16,2,17,1,16,0,17,0,0,0,0,22,10,8,5,2,2,1,0,3,0,0,0,14,8
09/29/22,7,4,15,1,1,5,16,0,4,0,3,6,16,78,0,0,0,0,1,3,49,16,2,17,1,16,0,18,1,3,0,0,12,0,8,3,8,7,1,0,3,1,0,0,14,8
09/29/22,6,2,11,0,0,2,11,1,4,0,2,6,15,76,0,0,0,0,0,4,47,15,1,16,0,16,0,19,2,2,0,0,11,0,7,3,8,5,0,0,3,1,0,0,14,7
09/29/22,5,3,9,0,0,3,9,0,3,0,2,5,16,75,0,0,0,0,0,4,46,14,1,16,0,16,1,18,1,0,0,0,11,1,5,3,10,9,0,0,1,1,0,0,14,7
09/29/22,4,2,6,0,0,2,6,0,3,0,2,4,17,76,0,0,0,0,0,4,47,15,2,16,0,16,1,17,0,0,2,1,10,4,4,2,11,8,0,0,1,1,0,0,14,7
09/29/22,3,0,4,0,0,0,4,0,3,0,1,1,19,75,0,0,0,0,0,4,49,17,2,16,0,16,1,15,0,0,0,0,10,6,4,0,11,11,0,0,1,1,0,0,12,7
09/29/22,2,1,4,0,0,1,4,1,3,0,1,1,19,74,0,0,0,0,0,4,50,18,2,16,1,16,4,13,0,0,0,0,10,6,4,0,11,11,0,0,1,1,0,0,10,7
09/29/22,1,3,3,0,0,3,3,2,2,0,1,1,19,76,0,0,0,0,0,5,49,17,2,16,2,16,3,13,0,2,2,0,12,6,3,3,11,11,0,0,2,0,0,0,10,7
09/28/22,24,6,157,1,93,7,250,2,39,0,38,34,19,81,0,0,20,17,2,5,49,16,2,16,3,17,3,10,0,0,0,0,17,6,5,6,11,11,1,0,2,0,0,0,10,7
09/28/22,23,8,151,2,92,10,243,3,37,0,36,34,17,80,0,0,20,17,3,3,44,14,1,15,3,15,3,8,1,0,1,0,23,6,6,6,11,10,3,0,2,0,0,1,10,7
09/28/22,22,6,143,1,90,7,233,2,34,1,34,33,16,88,0,0,20,17,3,3,49,18,2,15,3,16,3,10,3,2,2,0,25,9,5,5,4,4,3,0,1,0,0,2,11,7
09/28/22,21,10,137,3,89,13,226,1,32,0,33,30,19,90,0,0,20,17,4,5,45,17,1,13,1,15,4,11,3,2,2,0,30,7,5,4,4,4,3,0,0,0,0,0,10,7
09/28/22,20,8,127,3,86,11,213,3,31,0,32,29,19,87,0,0,20,17,3,5,44,17,2,14,2,13,1,7,1,2,4,0,27,4,3,6,9,5,3,0,2,0,0,0,11,7
09/28/22,19,5,119,5,83,10,202,2,28,1,30,25,21,87,0,0,20,17,2,3,46,17,2,14,3,15,0,6,1,4,4,0,27,5,4,7,9,8,2,0,2,0,0,1,11,7
09/28/22,18,9,114,6,78,15,192,2,26,0,29,25,20,90,0,0,19,17,2,2,50,19,1,14,2,17,1,9,2,7,7,0,27,3,5,8,16,10,0,0,4,0,0,0,11,7
09/28/22,17,9,105,6,72,15,177,4,24,0,29,20,25,87,0,0,18,17,5,2,53,20,2,16,3,17,0,8,2,6,5,0,22,0,5,11,19,12,1,0,3,0,0,5,10,7
