dateflg,timeflg,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
10/01/21,24,3,109,1,127,4,236,2,33,0,40,38,14,51,0,0,11,20,0,4,40,16,1,12,0,12,0,6,0,0,2,0,4,3,0,5,21,19,0,1,0,0,0,0,3,2
10/01/21,23,3,106,4,126,7,232,1,31,0,34,38,8,51,0,0,11,20,0,3,41,16,2,13,1,12,1,7,0,0,1,0,4,3,0,4,26,21,0,1,0,0,0,0,3,2
10/01/21,22,7,103,5,122,12,225,3,30,0,31,34,9,63,0,0,10,20,0,4,45,18,0,14,2,13,1,5,1,0,1,0,11,3,4,5,25,20,0,0,0,0,0,0,3,2
10/01/21,21,4,96,10,117,14,213,2,27,0,29,28,13,63,0,0,10,20,0,3,48,19,0,15,1,14,1,3,1,1,2,0,9,1,2,5,23,18,0,0,1,0,0,2,3,1
10/01/21,20,3,92,5,107,8,199,2,25,0,28,26,15,67,0,0,10,20,0,4,53,21,2,16,1,16,0,2,0,0,1,0,8,2,4,5,20,14,0,0,1,0,0,0,2,1
10/01/21,19,1,89,2,102,3,191,1,23,0,25,25,13,70,1,1,10,19,1,6,52,19,2,16,0,17,0,5,0,1,2,0,9,3,5,5,16,11,0,0,1,0,0,1,2,1
10/01/21,18,7,88,7,100,14,188,3,22,0,23,22,14,74,2,2,10,18,3,5,52,19,3,16,0,17,0,4,0,1,7,0,12,3,6,5,15,10,0,0,1,0,0,1,3,2
10/01/21,17,5,81,9,93,14,174,0,19,1,22,20,16,74,0,0,9,13,6,5,52,18,3,18,0,16,1,3,0,1,6,0,14,3,7,8,13,8,2,1,0,0,1,2,3,2
10/01/21,16,7,76,5,84,12,160,4,19,0,20,16,18,75,0,0,9,10,8,5,53,19,2,17,0,17,3,3,0,1,5,0,14,4,5,12,11,9,3,1,1,0,4,3,3,2
10/01/21,15,8,69,13,79,21,148,2,15,1,16,10,20,71,0,0,9,9,7,5,48,17,1,16,2,15,0,5,0,1,3,0,14,2,6,10,13,11,2,1,4,0,4,2,4,3
